ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1455,2020,2019全年,20'06/22,,,,,,,,,,0,0,0,0,0,0,0
1,1455,2019,2018全年,19'06/24,19'07/22,8.99,20'09/10,280,19'08/21,,,,,0.2,0,0.2,0,0,0,0.2
2,1455,2018,2017全年,18'06/11,18'07/12,9.7,18'07/19,6,18'08/17,,,,,0.4,0,0.4,0,0,0,0.4
3,1455,2017,2016全年,17'06/14,17'07/20,9.46,17'09/20,45,17'08/23,,,,,0.3,0,0.3,0,0,0,0.3
4,1455,2016,2015全年,16'06/27,16'07/20,8.37,16'07/28,7,16'08/19,,,,,0.2,0,0.2,0,0,0,0.2
5,1455,2015,2014全年,15'06/15,15'07/06,13.7,15'07/06,1,15'08/03,,,,,0.2,0,0.2,0,0,0,0.2
6,1455,2014,2013全年,14'06/23,14'07/16,9.06,15'01/23,134,,,,,,0.2,0,0.2,0,0,0,0.2
7,1455,2013,2012全年,13'06/10,,,,,,13'08/22,9.31,13'08/27,4,0,0,0,0,0.1,0.1,0.1
8,1455,2012,2011全年,12'06/06,12'08/02,9.31,12'08/06,2,,12'08/02,9.31,12'08/06,2,0.1,0,0.1,0.1,0,0.1,0.2
9,1455,2011,2010全年,11'06/10,11'07/12,17.35,11'07/13,2,,11'08/04,18.3,11'08/08,3,0.6,0,0.6,0.6,0,0.6,1.2
10,1455,2010,2009全年,10'06/14,10'07/13,12.7,10'07/13,1,,10'09/15,15.6,10'09/15,1,0.1,0,0.1,0.15,0,0.15,0.25
11,1455,2009,2008全年,09'06/10,,,,,,,,,,0,0,0,0,0,0,0
12,1455,2008,2007全年,08'06/13,08'09/03,5.33,09'05/21,177,,08'09/03,5.33,09'05/21,177,0.12,0,0.12,0.18,0,0.18,0.3
13,1455,2007,2006全年,07'06/15,07'09/04,9.4,07'09/11,6,,07'09/04,9.4,07'09/11,6,0.12,0,0.12,0.18,0,0.18,0.3
14,1455,2006,2005全年,06'06/14,06'08/31,5.98,06'08/31,1,,,,,,0.1,0,0.1,0,0,0,0.1
15,1455,2005,2004全年,05'06/10,05'07/29,8.66,06'12/20,349,,05'08/10,7.98,06'12/08,334,0.25,0,0.25,0.75,0,0.75,1
16,1455,2004,2003全年,04'05/27,04'06/17,8.65,04'06/17,1,,04'07/29,8.65,04'08/10,9,0.2,0,0.2,0.3,0.1,0.4,0.6
17,1455,2003,2002全年,03'06/06,03'07/29,10.25,03'10/16,56,,03'07/29,10.25,03'10/16,56,0.4,0,0.4,0.4,0,0.4,0.8
18,1455,2002,2001全年,02'06/12,02'07/16,9.2,02'07/16,1,,,,,,0.2,0,0.2,0,0,0,0.2
19,1455,2001,2000全年,01'06/13,01'07/12,3.71,01'07/12,1,,,,,,0.1,0,0.1,0,0,0,0.1
20,1455,2000,1999全年,00'05/22,,,,,,00'07/14,,00'07/14,1,0,0,0,0.45,0.15,0.6,0.6
21,1455,1999,1998全年,99'05/27,,,,,,99'07/22,,99'08/13,19,0,0,0,0.6,0.8,1.4,1.4
22,1455,1998,1997全年,98'04/28,,,,,,98'06/02,18.5,98'06/26,21,0,0,0,1,1,2,2
23,1455,1997,1996全年,97'04/26,,,,,,97'07/22,,,,0,0,0,1,1,2,2
24,1455,1996,1995全年,96'06/04,,,,,,96'07/20,,96'08/03,11,0,0,0,0.5,1,1.5,1.5
25,1455,1995,1994全年,95'04/17,,,,,,95'06/01,32.1,97'02/21,495,0,0,0,1,1,2,2
26,1455,1994,1993全年,94'05/02,,,,,,94'07/29,38.58,94'07/29,1,0,0,0,2,0,2,2
27,1455,1993,1992全年,93'04/28,,,,,,93'07/20,,,,0,0,0,2.3,0,2.3,2.3
28,1455,1992,1991全年,92'04/10,,,,,,92'06/01,,,,0,0,0,3.5,0.9,4.4,4.4
