sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1795,2020Q3,103.6,55.6,33.66,82.6
1795,2020Q2,102,56.4,32.19,78.99
1795,2020Q1,110.3,59.2,31.26,76.03
1795,2019Q4,101.7,56.8,31.85,77.44
1795,2019Q3,107,58.4,31.49,76.22
1795,2019Q2,111.1,59.3,31.52,76.27
1795,2019Q1,101.3,56.1,31.29,79.16
1795,2018Q4,71.73,48.3,30.33,76.81
1795,2018Q3,80.39,51.3,30.42,76.32
1795,2018Q2,81.03,51.9,29.94,75.09
1795,2018Q1,78.28,50.7,30.36,76.04
1795,2017Q4,79.81,51,30.59,76.54
1795,2017Q3,77.63,49.3,30.6,79.74
1795,2017Q2,77.56,49.6,30.33,78.86
1795,2017Q1,73.22,46.5,31.41,84.28
1795,2016Q4,68.83,45.2,31.21,83.61
1795,2016Q3,73.59,45.4,32.99,88.64
1795,2016Q2,71.36,44.7,32.95,88.35
1795,2016Q1,67.56,43.3,33.07,88.34
1795,2015Q4,67.71,43.7,32.76,87.31
1795,2015Q3,68.5,43.9,32.83,87.49
1795,2015Q2,69.15,44.1,32.83,87.51
1795,2015Q1,73.21,45.7,32.67,86.88
1795,2014Q4,75.51,46.2,33.16,88.02
1795,2014Q3,15.11,15.3,27.72,83.78
1795,2014Q2,11.81,26.6,17.72,32.63
1795,2014Q1,31.09,70.6,19.34,12.93
1795,2013Q4,28.04,65.8,20.05,14.56
1795,2013Q3,26.57,64.6,12.95,14.53
1795,2013Q2,4.55,40.4,11.72,6.71
1795,2013Q1,4.39,39.9,11.6,6.6
1795,2012Q4,4.5,41.7,11.21,6.3
1795,2012Q3,6.78,59.3,10.68,4.66
1795,2012Q2,8.23,63.9,10.61,4.64
1795,2012Q1,7.77,58.6,12.53,5.49
1795,2011Q4,5.25,46.8,13.38,5.96
1795,2011Q3,5.37,47.4,13.33,5.94
1795,2011Q2,5.15,42.3,15.78,7.03
1795,2011Q1,5.01,43.7,14.47,6.45
1795,2010Q4,4.94,43.3,14.51,6.47
1795,2010Q3,5.48,49.3,13.06,5.64
1795,2010Q2,1.86,25.5,13.36,5.44
1795,2010Q1,1.91,26,13.28,5.41
1795,2009Q4,2.5,35.4,12.61,4.57
1795,2009Q3,2.29,33.5,12.58,4.56
1795,2009Q2,2.41,34.9,12.98,4.48
1795,2009Q1,2.63,37.5,12.72,4.39
1795,2008Q4,2.36,36.5,13.81,4.1
1795,2008Q2,2.67,41.2,14.11,3.81
1795,2007Q4,2.56,39.2,14.76,3.98
1795,2007Q2,2.64,41.3,13.9,3.75
1795,2006Q4,2.03,34.8,14.06,3.8
1795,2006Q2,1.95,35.2,13.32,3.6
1795,2005Q4,1.67,31.6,13.37,3.61
