sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2023,2020Q2,556.2,68.2,12.96,259.3
2023,2020Q1,570.7,68.1,13.29,267
2023,2019Q4,563,67.2,13.51,274.5
2023,2019Q3,570.9,66.9,13.87,282.3
2023,2019Q2,591.6,67.3,14.37,287.1
2023,2019Q1,600.2,67.2,14.67,293.3
2023,2018Q4,574.2,66,14.81,296.4
2023,2018Q3,608.5,66.7,15.16,303.8
2023,2018Q2,611.1,67.2,15.39,298.8
2023,2018Q1,570.8,65.6,15.42,299
2023,2017Q4,575.9,66,15.29,296.4
2023,2017Q3,548.8,64.9,15.27,296.4
2023,2017Q2,546.1,65.1,16.02,293.2
2023,2017Q1,547,64.9,16.17,296.4
2023,2016Q4,517.9,63.1,16.03,302.4
2023,2016Q3,509.5,63.2,15.68,297
2023,2016Q2,485.7,61.9,15.56,298.8
2023,2016Q1,492.2,62.9,15.09,290.7
2023,2015Q4,473.6,62,15.07,290
2023,2015Q3,462.8,60.6,15.59,300.6
2023,2015Q2,453.7,60.2,16.06,300.5
2023,2015Q1,427.9,57.9,16.5,310.7
2023,2014Q4,426.5,59.3,16.18,292.5
2023,2014Q3,398.7,58.2,15.79,286.5
2023,2014Q2,386.5,57.5,15.83,285.7
2023,2014Q1,388.8,57.5,15.89,287.4
2023,2013Q4,367.2,56.2,15.79,286.5
2023,2013Q3,390.5,56,15.52,307.4
2023,2013Q2,374.7,54.8,15.55,309.3
2023,2013Q1,392.2,55.9,15.56,309.8
2023,2012Q4,373.2,55,14.92,305.3
2023,2012Q3,385.2,55.3,15.09,311.6
2023,2012Q2,354.5,52.8,15.73,316.7
2023,2012Q1,362.5,52.8,16.08,324.3
2023,2011Q4,364.8,53,16.4,323.7
2023,2011Q3,380.4,53.9,16.38,325.1
2023,2011Q2,395.1,55.4,16.93,318.2
2023,2011Q1,360.2,55.1,17.26,293.4
2023,2010Q4,359.7,55.5,16.98,288.5
2023,2010Q3,371.2,55.6,17.48,295.9
2023,2010Q2,374.7,55.9,18.35,295.7
2023,2010Q1,353.6,54.2,18.57,298.3
2023,2009Q4,348.8,54.1,18.45,296
2023,2009Q3,347.1,54.6,17.99,288.6
2023,2009Q2,329.4,53.7,18.23,284.4
2023,2009Q1,337,53.7,18.64,291
2023,2008Q4,356.7,54.8,18.82,294.3
2023,2008Q3,293.8,52,18.51,270.7
2023,2008Q2,244,48.2,18.79,261.8
2023,2008Q1,237.3,47.9,18.54,258.1
2023,2007Q4,231.9,47.6,18.36,255.6
2023,2007Q2,233.8,48.3,18.51,250.3
2023,2006Q4,215.5,46.5,18.34,248
2023,2006Q2,190.4,44.9,18.48,233.9
2023,2005Q4,228.7,49.7,18.33,231.1
2023,2005Q2,229.4,50.3,18.79,227
2023,2004Q4,225.2,52.1,18.78,206.7
2023,2003Q4,133.8,44.3,16.94,168.5
2023,1999Q4,83.41,48,13.41,90.23
2023,1998Q4,74.96,48.1,13.8,80.75
