ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2030,21Q1,25,14.65,15,11.8,12.1,-2.4,-16.6,22.1,45.5,1.8,6.2,0.25,+0.32,+0.03,-0.15,+0.21,3.8,-1.47,5.76,-0.03,0.03,0.6
1,2030,20Q4,63,10.05,15.7,9.99,14.5,+4.45,+44.3,56.8,173,2.7,23.6,0.37,-1.76,0,-0.01,-1.77,3.6,+5.75,7.23,+0.06,0.06,0.9
2,2030,20Q3,66,10.8,11.3,9.8,10.05,-0.8,-7.37,13.8,23.4,0.36,2.46,0.04,-0.66,0,-0.01,-0.67,4,-0.6,1.48,0,0,0
3,2030,20Q2,60,9.69,10.95,9.5,10.85,+1.16,+12,15,22.3,0.37,2.3,0.04,-1.69,-0.02,+0.02,-1.69,4.3,-0.35,2.08,0,0,0
4,2030,20Q1,56,12.5,12.55,8.95,9.69,-2.76,-22.2,28.9,20.1,0.36,2.14,0.04,-1.66,-0.01,-0.02,-1.7,4.9,-1.93,2.43,0,0,0.04
5,2030,19Q4,64,13.1,13.35,11.9,12.45,-0.65,-4.96,11.1,20.6,0.32,2.59,0.04,-0.09,-0.03,0,-0.11,5.4,-1.33,4.36,-0.02,0,0
6,2030,19Q3,63,13.25,14.15,12.4,13.1,-0.05,-0.38,13.3,48.3,0.77,6.44,0.1,-1.58,-0.1,-0.02,-1.69,5.5,+2.44,5.7,0,0.02,0.4
7,2030,19Q2,61,14.35,14.35,12.55,13.15,-1.1,-7.72,12.6,24.2,0.4,3.27,0.05,-1.95,+0.11,-0.01,-1.85,5.9,-2.23,3.25,0,0.02,0.7
8,2030,19Q1,54,12.65,14.7,12.2,14.25,+1.6,+12.6,19.8,33.5,0.62,4.61,0.09,-0.05,-0.01,-0.26,-0.32,6.7,-0.41,5.49,-0.12,0.03,0.5
9,2030,18Q4,65,14.75,14.8,11.35,12.65,-2.1,-14.2,23.4,35.8,0.55,4.58,0.07,-1.74,-0.09,-0.15,-1.98,6.7,-2.11,5.9,0,0.14,2.4
10,2030,18Q3,64,15.85,15.85,14,14.75,-1,-6.35,11.7,41.2,0.64,6.1,0.1,-2.99,-0.56,+0.37,-3.17,7.6,-1.16,8,+0.12,0.14,1.8
11,2030,18Q2,60,16.15,17.25,15.4,15.75,-0.4,-2.48,11.5,75.3,1.3,12.2,0.2,-3.54,-0.04,-1.05,-4.64,8.4,+0.19,9.16,-0.01,0.03,0.3
12,2030,18Q1,58,15.9,17.7,14.95,16.15,+0.35,+2.22,17.4,117,2,19.4,0.33,+2.91,+0.54,+1.09,+4.55,9.5,-0.42,8.97,0,0.03,0.4
13,2030,17Q4,62,15.2,18.4,14.6,15.8,+0.75,+4.98,25.2,142,2.3,23.7,0.38,+2.69,-0.42,-0.01,+2.26,8.5,+2.23,9.39,-0.03,0.04,0.4
14,2030,17Q3,66,12.9,17.95,12.35,15.05,+2.3,+18,43.9,245,3.7,37.4,0.57,,,,,7.7,-0.14,7.16,-0.03,0.07,1
15,2030,17Q2,61,12.45,12.85,10.35,12.75,+0.4,+3.24,20.2,67.4,1.1,7.98,0.13,+0.45,0,+0.14,+0.59,3.4,-0.54,7.3,+0.01,0.1,1.4
16,2030,17Q1,57,10.5,13.1,10.2,12.35,+1.9,+18.2,27.8,120,2.1,14.4,0.25,+1.61,0,+0.34,+1.95,3.2,+3,7.84,+0.08,0.09,1.1
17,2030,16Q4,64,9.63,11.55,9.31,10.45,+0.82,+8.52,23.3,87.2,1.4,9.34,0.15,+1.24,0,+0.02,+1.26,2.7,+1.95,4.86,+0.01,0.01,0.2
18,2030,16Q3,62,9.75,10.8,9.3,9.63,-0.11,-1.13,15.4,30.7,0.49,3.05,0.05,-0.29,0,0,-0.29,2.2,+0.27,2.9,-0.01,0,0
19,2030,16Q2,61,10.1,11.05,9.4,9.74,-0.31,-3.08,16.4,19.6,0.32,1.98,0.03,-0.3,0,0,-0.3,2.2,+0.07,2.63,0,0.01,0.3
20,2030,16Q1,57,9.27,11.75,8.69,10.05,+0.83,+9,33.2,30.5,0.53,3.17,0.06,-0.38,0,-0.02,-0.4,2.3,-0.52,2.56,-0.05,0.01,0.4
21,2030,15Q4,65,9.49,10.8,8.89,9.22,-0.18,-1.91,20.3,23,0.35,2.27,0.03,-0.53,0,0,-0.52,2.5,-0.48,3.09,+0.04,0.06,1.8
22,2030,15Q3,63,11.25,11.4,8.08,9.4,-1.9,-16.8,29.4,14.9,0.24,1.5,0.02,-0.27,0,+0.01,-0.25,2.6,-1.84,3.57,-0.07,0.01,0.4
23,2030,15Q2,61,13.05,14.15,10.85,11.3,-1.9,-14.4,25,48,0.79,6.12,0.1,-1.05,-1.8,-0.04,-2.89,2.8,-0.99,5.42,-0.14,0.08,1.6
24,2030,15Q1,55,13.7,14.5,12.75,13.2,-0.6,-4.35,12.7,40.9,0.74,5.61,0.1,-0.27,-0.1,+0.02,-0.35,3.1,-1.41,6.4,-0.05,0.22,3.5
25,2030,14Q4,66,12.95,14.3,11.45,13.8,+0.8,+6.15,21.9,57.9,0.88,7.62,0.12,+0.27,+0.4,-0.05,+0.62,3.2,-0.87,7.81,-0.1,0.27,3.5
26,2030,14Q3,64,11.15,16.3,10.9,13,+1.85,+16.6,48.4,184,2.9,26,0.41,+1.56,+0.43,+0.04,+2.02,3.2,-1.01,8.68,+0.25,0.37,4.3
27,2030,14Q2,62,10.45,13.8,10.05,11.15,+0.8,+7.73,36.2,97.8,1.6,11.8,0.19,+1.43,-0.11,+0.02,+1.34,2.6,+3.51,9.69,+0.12,0.12,1.2
28,2030,14Q1,56,9.66,11.2,9.3,10.35,+0.7,+7.25,19.7,32.4,0.58,3.28,0.06,-0.18,+1.18,0,+1,2,+0.8,6.18,0,0,0.05
