ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,1470,21Q1,23,18.3,18.6,17.2,17.65,-0.45,-2.49,7.73,0.28,0.01,0.05,0.002,0,0,0,+0.01,0.2,0,0,0,0,0
1,1470,20Q4,63,17.8,18.8,17.65,18.1,+0.3,+1.69,6.46,0.49,0.008,0.09,0.001,,,,,0.2,0,0.01,0,0,0
2,1470,20Q3,66,19.2,20.75,17.3,17.8,-1.4,-7.29,18,0.83,0.01,0.15,0.002,,,,,0.1,0,0.01,0,0,0
3,1470,20Q2,60,20,20.95,18.25,19.2,-0.8,-4,13.5,0.51,0.009,0.1,0.002,,,,,0.06,0,0,0,0,0
4,1470,20Q1,56,20.8,24.3,17,20,-0.8,-3.85,35.1,0.38,0.007,0.08,0.001,,,,,0.04,0,0,0,0,0
5,1470,19Q4,64,21.5,23.45,19.35,20.8,-0.4,-1.89,19.3,0.54,0.008,0.12,0.002,,,,,0.03,0,0.01,0,0,0
6,1470,19Q3,63,22.5,23.35,20.5,21.2,-1.3,-5.78,12.7,0.25,0.004,0.06,0.001,-0.01,0,0,-0.01,0.05,0,0.01,0,0,0
7,1470,19Q2,61,21,23.05,20.05,22.5,+1,+4.65,14,0.32,0.005,0.07,0.001,,,,,0.06,-0.01,0,0,0,0
8,1470,19Q1,54,17.5,23.5,16.3,21.5,+4,+22.9,41.1,0.64,0.01,0.13,0.002,-0.02,0,0,-0.02,0.3,0,0.01,0,0,0
9,1470,18Q4,65,19.5,20.9,15.6,17.5,-2,-10.3,27.2,0.28,0.004,0.05,0.001,-0.05,0,0,-0.05,0.3,0,0,0,0,0
10,1470,18Q3,64,19,19.7,16.55,19.5,+0.65,+3.45,16.7,0.25,0.004,0.05,0.001,,,,,0.3,0,0,0,0,0
11,1470,18Q2,60,17.9,20.25,17.3,18.85,+0.65,+3.57,16.2,0.1,0.002,0.02,,,,,,0.3,0,0.01,0,0,0
12,1470,18Q1,58,18,18.5,16.4,18.2,+0.45,+2.54,11.8,0.49,0.008,0.08,0.001,,,,,0.3,0,0,0,0,0
13,1470,17Q4,62,18.2,19.45,17.65,17.75,-0.5,-2.74,9.86,0.53,0.009,0.1,0.002,0,0,0,0,0.3,0,0,0,0,0
14,1470,17Q3,66,18.15,18.65,16.7,18.25,+0.2,+1.11,10.8,3.25,0.05,0.59,0.009,,,,,0.3,0,0,0,0,0
15,1470,17Q2,61,19.35,19.45,17.25,18.05,-1.3,-6.72,11.4,0.33,0.005,0.06,0.001,,,,,0.3,0,0,0,0,0
16,1470,17Q1,57,19.1,20.25,18,19.35,+0.35,+1.84,11.8,0.39,0.007,0.08,0.001,0,0,0,0,0.3,0,0,0,0,0
17,1470,16Q4,64,18.55,19.9,18,19,+0.3,+1.6,10.2,0.6,0.009,0.11,0.002,,,,,0.3,0,0,0,0,0
18,1470,16Q3,62,19.4,22,18.25,18.7,-1.1,-5.56,18.9,0.68,0.01,0.13,0.002,,,,,0.3,-0.01,0,0,0,0
19,1470,16Q2,61,18.9,20.55,16.9,19.8,+0.9,+4.76,19.3,0.36,0.006,0.07,0.001,,,,,0.2,+0.01,0.01,0,0,0
20,1470,16Q1,57,18.55,19.5,16.2,18.9,+0.35,+1.89,17.8,0.55,0.01,0.1,0.002,,,,,0.1,0,0,0,0,0
21,1470,15Q4,65,17.3,19.85,16.8,18.55,+1.45,+8.48,17.8,0.73,0.01,0.13,0.002,0,0,0,-0.01,0.1,0,0,0,0,0
22,1470,15Q3,63,15.95,19.45,15.25,17.1,-0.2,-1.16,24.3,1.76,0.03,0.3,0.005,,,,,0.1,0,0,0,0,0
23,1470,15Q2,61,20.15,23.3,16.4,17.3,-2.85,-14.1,34.2,1.57,0.03,0.31,0.005,,,,,0.2,0,0.01,0,0,0
24,1470,15Q1,55,18.55,21.4,17.75,20.15,+1.6,+8.63,19.7,0.51,0.009,0.1,0.002,,,,,0.3,0,0.01,0,0,0
25,1470,14Q4,66,20.3,20.3,16.5,18.55,-1.25,-6.31,19.2,0.29,0.004,0.05,0.001,-0.05,0,0,-0.05,0.3,0,0.01,0,0,0
26,1470,14Q3,64,17.85,23.8,16.85,19.8,+1.95,+10.9,38.9,1.49,0.02,0.3,0.005,+0.13,0,0,+0.13,0.4,0,0.01,0,0,0
27,1470,14Q2,62,16.9,19.35,16.3,17.85,+0.95,+5.62,18,0.56,0.009,0.1,0.002,,,,,0.2,-0.01,0.02,0,0,0
28,1470,14Q1,56,16.7,18,15.1,16.9,+0.2,+1.2,17.4,1.14,0.02,0.19,0.003,,,,,0.1,0,0.03,0,0,0
29,1470,13Q4,65,14.5,17.3,14.4,16.7,+2.2,+15.2,20,1.6,0.02,0.26,0.004,,,,,0.2,0,0.02,0,0,0
30,1470,13Q3,64,14.65,15.2,13.6,14.5,+0.5,+3.57,11.4,0.36,0.006,0.05,0.001,,,,,0.2,-0.02,0.02,0,0,0
31,1470,13Q2,61,12.1,15.5,12,14,+1.9,+15.7,28.9,0.75,0.01,0.1,0.002,,,,,0.2,-0.02,0.04,0,0,0
32,1470,13Q1,56,12.5,13.35,11.35,12.1,-0.4,-3.2,16,0.53,0.009,0.06,0.001,,,,,0.06,-0.02,0.06,0,0,0
33,1470,12Q4,65,12.45,13.4,10.9,12.5,+0.05,+0.4,20.1,0.56,0.009,0.07,0.001,+0.05,0,+0.01,+0.06,0.2,-0.04,0.09,0,0,0
34,1470,12Q3,64,11.95,13.35,11.4,12.45,+0.75,+6.41,16.7,0.69,0.01,0.09,0.001,+0.03,0,0,+0.03,0.09,+0.07,0.13,0,0,0
35,1470,12Q2,63,13,13,11.1,11.7,-0.9,-7.14,15.1,1.74,0.03,0.2,0.003,,,,,0.06,-0.03,0.06,0,0,0
36,1470,12Q1,58,13.6,15.6,12.3,12.6,-1,-7.35,24.3,0.99,0.02,0.13,0.002,-0.06,0,+0.01,-0.05,0.1,-0.05,0.09,0,0,0
37,1470,11Q4,64,11.1,14,11,13.6,+2.05,+17.8,26,0.7,0.01,0.09,0.001,,,,,0.2,-0.02,0.14,0,0,0
38,1470,11Q3,65,11.8,12.9,10.45,11.55,-0.25,-2.12,20.8,1.51,0.02,0.18,0.003,,,,,0.09,-0.17,0.16,0,0,0
39,1470,11Q2,61,11.6,18.1,11.45,11.8,+0.1,+0.85,56.8,9.14,0.15,1.34,0.02,,,,,0.09,+0.32,0.32,0,0,0
40,1470,11Q1,57,11.65,12.6,10.7,11.7,+0.25,+2.18,16.6,0.9,0.02,0.1,0.002,-0.03,0,0,-0.03,0.05,0,0,0,0,0
41,1470,10Q4,66,10.55,12,10.5,11.45,+0.9,+8.53,14.2,3.07,0.05,0.34,0.005,+0.04,0,0,+0.04,0.09,0,0,0,0,0
42,1470,10Q3,65,9.46,12.3,9,10.55,+1.07,+11.3,34.8,1.92,0.03,0.2,0.003,,,,,0.04,0,0,0,0,0
43,1470,10Q2,63,9.43,13.25,8.82,9.48,+0.33,+3.61,48.4,4.52,0.07,0.49,0.008,-0.19,0,0,-0.19,0.03,0,0,0,0,0
44,1470,10Q1,57,9.85,10.05,8.51,9.15,-0.73,-7.39,15.6,1.57,0.03,0.15,0.003,,,,,0.2,0,0,0,0,0
45,1470,09Q4,66,7.4,10.7,7.12,9.88,+2.52,+34.2,48.6,3.49,0.05,0.32,0.005,+0.02,0,0,+0.02,0.2,0,0,0,0,0
46,1470,09Q3,65,6.02,7.49,6,7.36,+1.35,+22.5,24.8,1.21,0.02,0.08,0.001,+0.06,0,-0.01,+0.05,0.1,0,0,0,0,0
47,1470,09Q2,63,9,9.59,5.75,6.01,-2.98,-33.2,42.7,4.93,0.08,0.4,0.006,+0.03,0,+0.01,+0.04,0.06,0,0,0,0,0
48,1470,09Q1,57,9.52,10,6.66,8.99,-0.51,-5.37,35.2,1.59,0.03,0.13,0.002,+0.01,0,0,+0.01,0.02,0,0,0,0,0
49,1470,08Q4,65,6.96,9.7,6.84,9.5,+2.33,+32.5,39.9,0.7,0.01,0.06,0.001,-0.03,0,0,-0.03,0.01,0,0,0,0,0
50,1470,08Q3,64,7.1,7.99,6.14,7.17,+0.07,+0.99,26.1,1.55,0.02,0.11,0.002,-0.1,0,0,-0.1,0.04,0,0,0,0,0
51,1470,08Q2,63,6.13,7.5,5.6,7.1,+0.9,+14.5,30.6,2.21,0.04,0.14,0.002,,,,,0.2,0,0,0,0,0
52,1470,08Q1,57,5.09,6.4,4.35,6.2,+1.11,+21.8,40.3,1.25,0.02,0.07,0.001,,,,,0.1,0,0,0,0,0
53,1470,07Q4,65,6.2,6.29,4.6,5.09,-1.11,-17.9,27.3,1.59,0.02,0.09,0.001,,,,,0.01,0,0,0,0,0
54,1470,07Q3,63,6.1,7.6,5.67,6.2,+0.11,+1.81,31.7,5.34,0.08,0.35,0.006,+0.01,0,0,+0.01,0.01,0,0,0,0,0
55,1470,07Q2,62,5.36,6.25,4.9,6.09,+1.08,+21.6,26.9,2.81,0.05,0.16,0.003,0,0,0,0,0,0,0,0,0,0
56,1470,07Q1,57,5,5.23,4.39,5.01,-0.14,-2.72,16.3,1.35,0.02,0.06,0.001,,,,,0.01,0,0,0,0,0
57,1470,06Q4,63,4.25,5.29,3.8,5.15,+0.9,+21.2,35.1,0.5,0.008,0.02,,,,,,0.01,0,0,0,0,0
58,1470,06Q3,65,4.27,4.61,3.82,4.25,+0.25,+6.25,19.8,0.23,0.004,0.01,,,,,,0.01,0,0,0,0,0
59,1470,06Q2,62,4.66,5.46,3.65,4,-0.37,-8.47,41.4,1.07,0.02,0.05,0.001,0,0,0,0,0,0,0,0,0,0
60,1470,06Q1,58,3.79,5.3,3.29,4.37,+0.82,+23.1,56.6,1.76,0.03,0.07,0.001,,,,,0.01,0,0,0,0,0
61,1470,05Q4,64,3.46,4.12,3,3.55,-0.16,-4.31,30.2,0.26,0.004,0.01,,,,,,0,0,0,0,0,0
62,1470,05Q3,63,3.48,4,3.37,3.71,-0.01,-0.27,16.9,0.66,0.01,0.02,,,,,,0,0,0,0,0,0
63,1470,05Q2,63,3.93,4,3.26,3.72,-0.21,-5.34,18.8,0.16,0.003,0.01,,,,,,0,0,0,0,0,0
64,1470,05Q1,57,4.74,4.75,3.42,3.93,-0.6,-13.2,29.4,0.73,0.01,0.03,,,,,,0,0,0,0,0,0
65,1470,04Q4,65,5.55,5.55,4.45,4.53,-1.02,-18.4,19.8,0.34,0.005,0.02,,,,,,0,0,0,0,0,0
66,1470,04Q3,63,5.85,5.85,4.51,5.55,-0.3,-5.13,22.9,0.46,0.007,0.02,,,,,,0,0,0,0,0,0
67,1470,04Q2,64,5.8,7.2,5.35,5.85,0,0,31.6,0.81,0.01,0.05,0.001,,,,,0,0,0,0,0,0
68,1470,04Q1,58,5.55,8.4,5.3,5.85,+0.3,+5.41,55.9,2.87,0.05,0.2,0.003,,,,,0,0,0,0,0,0
69,1470,03Q4,65,5.4,6.6,5.4,5.55,+0.15,+2.78,22.2,0.56,0.009,0.03,0.001,,,,,0,-0.04,0,0,0,0
70,1470,03Q3,65,6.95,6.95,5.4,5.4,-1.55,-22.3,22.3,0.2,0.003,0.01,,,,,,0,-0.02,0.04,0,0,0
71,1470,03Q2,63,6.8,7.25,5,6.95,+0.35,+5.3,34.1,1.52,0.02,0.09,0.001,,,,,0,-0.05,0.06,0,0,0
72,1470,03Q1,56,6.9,10.2,6.6,6.6,-0.3,-4.35,52.2,0.67,0.01,0.05,0.001,,,,,0,+0.05,0.11,0,0,0
73,1470,02Q4,65,7.45,7.5,6,6.9,-0.55,-7.38,20.1,0.66,0.01,0.05,0.001,,,,,0,+0.03,0.06,0,0,0
74,1470,02Q3,65,8,8,5.65,7.45,-0.55,-6.87,29.4,0.96,0.01,0.07,0.001,,,,,0,-0.01,0.02,0,0,0
75,1470,02Q2,63,7.7,9.6,7,8,-0.05,-0.62,32.3,2.48,0.04,0.21,0.003,,,,,0,-0.01,0.03,0,0,0
76,1470,02Q1,55,7.45,9.2,5.6,8.05,+0.05,+0.63,45,2.52,0.05,0.18,0.003,,,,,0,+0.03,0.04,0,0,0
77,1470,01Q4,64,6.8,8.3,5.2,8,+1.1,+15.9,44.9,0.88,0.01,0.06,0.001,,,,,0,-0.06,0,0,0,0
78,1470,01Q3,61,6.55,7.3,5.35,6.9,+0.35,+5.34,29.8,0.37,0.006,0.02,,,,,,0,,,,,
79,1470,01Q2,62,7.45,7.45,5.95,6.55,-0.9,-12.1,20.1,0.45,0.007,0.03,,,,,,0,+0.03,0.12,0,0,0
80,1470,01Q1,57,7.7,8.65,6.85,7.45,-0.8,-9.7,21.8,0.5,0.009,0.04,0.001,,,,,0,-0.04,0.09,0,0,0
81,1470,00Q4,70,10.15,10.5,7.65,8.25,-1.25,-13.2,30,0.33,0.005,0.03,,,,,,0,-0.03,0.13,0,0,0
82,1470,00Q3,70,12.4,13.05,9.5,9.5,-3.8,-28.6,26.7,0.61,0.009,0.07,0.001,,,,,0,-0.04,0.23,0,0,0
83,1470,00Q2,70,20,20,13.1,13.3,-6.7,-33.5,34.5,2.75,0.04,0.49,0.007,,,,,0,-0.06,0.29,0,0,0
84,1470,00Q1,62,20.2,25,18.6,20,0,0,32,4.58,0.07,0.99,0.02,,,,,0,+0.34,0.35,0,0,0
85,1470,99Q4,69,21.6,22,18.8,20,-1.6,-7.41,14.8,3.02,0.04,,,,,,,,,,,,
86,1470,99Q3,68,19.3,22,18.1,21.6,+2.3,+11.9,20.2,4.53,0.07,,,,,,,,,,,,
87,1470,99Q2,30,20.3,21.7,18,19.3,-1,-4.93,18.2,10.6,0.35,,,,,,,,,,,,
