ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,1417,21Q1,23,12,12,10.4,10.7,-0.45,-4.04,14.3,19,0.83,2.14,0.09,+0.09,0,-0.02,+0.07,2.5,-0.39,3.51,0,0,0.1
1,1417,20Q4,63,10.95,12,10.25,11.15,+0.1,+0.9,15.8,103,1.6,11.6,0.18,+1.01,0,+0.01,+1.02,2.4,-0.25,3.9,-0.18,0,0.05
2,1417,20Q3,66,9.9,12.95,8.61,11.05,+1.24,+12.6,44.2,202,3.1,22.9,0.35,-1.62,0,-0.03,-1.64,1.9,+1.15,4.15,+0.17,0.18,4.3
3,1417,20Q2,60,7.42,10.45,7.26,9.81,+2.36,+31.7,42.8,81,1.3,7.11,0.12,-0.47,0,0,-0.47,2.3,+2.14,3,0,0,0.2
4,1417,20Q1,49,10.05,10.2,6.81,7.45,-2.54,-25.4,33.9,23.3,0.48,2.16,0.04,-2.62,0,0,-2.62,2.4,-0.88,0.86,0,0,0
5,1417,19Q4,64,9.38,10.75,9.14,9.99,+0.61,+6.5,17.2,62.2,0.97,6.29,0.1,+0.96,0,0,+0.96,3.5,+2.45,2.45,0,0,0.04
6,1417,19Q3,56,6.05,9.6,5.88,9.38,+3.33,+55,61.5,60.7,1.1,4.19,0.07,+1.71,0,-0.01,+1.7,3.2,0,0,0,0,0
7,1417,19Q2,61,5.8,6.66,5.6,6.05,+0.21,+3.6,18.2,86.5,1.4,5.3,0.09,-0.8,0,+0.01,-0.8,2.7,0,0,0,0,0
8,1417,19Q1,54,4.93,6.09,4.68,5.84,+0.91,+18.5,28.6,49.6,0.92,2.7,0.05,-0.07,0,0,-0.07,2.9,0,0,0,0,0
9,1417,18Q4,65,5.09,6,4.19,4.93,-0.16,-3.14,35.6,52.7,0.81,2.64,0.04,-0.1,0,0,-0.1,3,-2.37,0,0,0,0
10,1417,18Q3,64,5.56,5.72,4.78,5.09,-0.46,-8.29,16.9,39.3,0.61,2.04,0.03,-0.39,0,0,-0.4,3,-1.9,2.37,0,0,0
11,1417,18Q2,60,4.59,7.29,4.48,5.55,+1,+22,61.8,160,2.7,9.54,0.16,+0.99,0,0,+0.99,3.1,-3.43,4.26,0,0,0
12,1417,18Q1,58,4.71,4.99,4.48,4.55,-0.16,-3.4,10.8,28.5,0.49,1.34,0.02,,,,,2.8,-1.86,7.69,0,0,0.01
13,1417,17Q4,62,4.86,4.98,4.62,4.71,-0.15,-3.09,7.41,19.5,0.31,0.94,0.02,+0.12,0,0,+0.12,2.7,-0.91,9.56,0,0,0.01
14,1417,17Q3,66,4.92,5.01,4.7,4.86,-0.06,-1.22,6.3,24,0.36,1.16,0.02,,,,,2.8,-3.46,10.5,0,0,0.02
15,1417,17Q2,61,5.53,5.55,4.8,4.92,-0.63,-11.4,13.5,25.3,0.41,1.28,0.02,+0.62,0,+0.02,+0.64,2.8,-1,13.9,-0.08,0,0.01
16,1417,17Q1,57,5.13,5.99,5.1,5.55,+0.42,+8.19,17.3,100,1.8,5.6,0.1,-0.61,0,0,-0.6,2.6,-0.51,14.9,+0.02,0.08,0.5
17,1417,16Q4,64,5.69,5.71,5,5.13,-0.38,-6.9,12.9,50.2,0.78,2.68,0.04,+0.56,0,+0.04,+0.6,2.7,+3.76,15.4,-0.17,0.06,0.4
18,1417,16Q3,62,4.63,5.76,4.45,5.51,+0.9,+19.5,28.4,47.7,0.77,2.42,0.04,+0.25,0,0,+0.25,2.5,-1.84,11.7,+0.15,0.23,2
19,1417,16Q2,61,5.17,5.22,4.34,4.61,-0.55,-10.7,17.1,24.9,0.41,1.18,0.02,+0.12,0,-0.04,+0.08,2.4,-0.12,13.5,+0.06,0.09,0.6
