ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2545,21Q1,32,38.05,38.2,34.1,36.95,-1.35,-3.52,10.7,11.6,0.36,4.21,0.13,-0.51,0,-0.08,-0.59,4.1,+0.14,7.68,-0.01,0.08,1.1
1,2545,20Q4,63,38.45,41.2,35.8,38.3,-0.25,-0.65,14,21.3,0.34,8.23,0.13,+1.53,0,+0.16,+1.68,4.2,+1.24,7.54,0,0.09,1.2
2,2545,20Q3,66,34.75,39.3,34.4,38.55,+3.8,+10.9,14.1,22.5,0.34,8.36,0.13,+0.14,0,0,+0.14,3.8,+1.38,6.31,-0.03,0.1,1.5
3,2545,20Q2,60,27.65,36.25,27.3,34.75,+6.4,+22.6,31.6,17.8,0.3,5.9,0.1,+0.18,-0.01,+0.02,+0.2,3.8,+1.21,4.93,+0.05,0.12,2.5
4,2545,20Q1,56,40,41.8,23.15,28.35,-11.65,-29.1,46.6,25.1,0.45,8.44,0.15,-1.91,0,-0.04,-1.94,3.8,-1.43,3.72,0,0.07,1.9
5,2545,19Q4,64,30.6,40.2,30.35,40,+9.35,+30.5,32.1,36.7,0.57,13.2,0.21,+0.64,0,-0.01,+0.63,4.2,+3.52,5.15,+0.04,0.07,1.3
6,2545,19Q3,63,31.6,32.45,29.15,30.65,-0.95,-3.01,10.4,15.6,0.25,4.81,0.08,-0.23,0,-0.01,-0.24,4,-0.26,1.62,0,0.02,1.5
7,2545,19Q2,61,27.6,31.85,26.85,31.6,+4.15,+15.1,18.2,20.7,0.34,6.02,0.1,+1.28,0,+0.01,+1.29,4.2,-0.11,1.89,+0.01,0.02,1.1
8,2545,19Q1,54,25.75,27.85,25.05,27.45,+1.9,+7.44,11,11.3,0.21,2.94,0.05,-0.54,0,0,-0.55,3.8,-1.52,2,-0.01,0.01,0.5
9,2545,18Q4,65,26.8,28.5,23.35,25.55,-1.25,-4.66,19.2,18.8,0.29,4.74,0.07,-1.55,0,-0.05,-1.6,4.1,+0.41,3.51,0,0.02,0.5
10,2545,18Q3,64,27.05,28.45,25.8,26.8,-0.3,-1.11,9.78,8.2,0.13,2.2,0.03,+0.35,0,+0.03,+0.38,4.3,-0.44,3.1,-0.01,0.02,0.5
11,2545,18Q2,60,29.65,29.95,26.95,27.1,-2.55,-8.6,10.1,8.82,0.15,2.5,0.04,-0.06,0,+0.02,-0.05,4.4,-0.13,3.54,-0.01,0.02,0.6
12,2545,18Q1,58,30.15,32.3,28.4,29.65,-0.55,-1.82,12.9,13.5,0.23,4.12,0.07,,,,,4.5,-0.34,3.67,-0.43,0.03,0.9
13,2545,17Q4,62,28.35,32.8,28.35,30.2,+1.95,+6.9,15.8,23.6,0.38,7.27,0.12,+1.64,0,+0.07,+1.71,4.4,+0.08,4.01,+0.11,0.46,11.5
14,2545,17Q3,66,42,44,27.5,28.25,-13.85,-32.9,39.2,45.6,0.69,16.1,0.24,-5.84,0,-0.14,-5.97,3.8,-0.64,3.93,+0.33,0.35,9
15,2545,17Q2,61,45.7,46.8,41.1,42.1,-3.6,-7.88,12.5,31.1,0.51,13.5,0.22,-2.05,0,-0.32,-2.37,5.4,-2.03,4.58,-0.18,0.02,0.5
16,2545,17Q1,57,40,48,37.65,45.7,+5.8,+14.5,25.9,62,1.1,26.4,0.46,+1.09,0,+0.19,+1.28,6.1,+0.3,6.6,-0.35,0.2,3
17,2545,16Q4,64,39.75,42.5,37.25,39.9,+0.3,+0.76,13.3,51.3,0.8,20.5,0.32,+1.61,0,+0.04,+1.65,5.8,+0.21,6.31,0,0.55,8.6
18,2545,16Q3,62,39.4,41.45,34,39.6,-0.45,-1.12,18.6,71.7,1.2,27.6,0.44,+5.42,0,-0.36,+5.06,5.2,-3.2,6.1,-0.2,0.55,9
19,2545,16Q2,61,28.3,41.65,26.5,40.05,+12.35,+44.6,54.7,81.7,1.3,28.3,0.46,-0.21,0,+0.28,+0.06,3.7,+5,9.3,+0.59,0.75,8
20,2545,16Q1,57,24.4,33.5,19.4,27.7,+3.3,+13.5,57.8,37.4,0.66,10.5,0.18,-1.65,0,+0.21,-1.44,3.6,+0.28,4.3,-0.62,0.16,3.7
21,2545,15Q4,65,26.75,28.5,23.55,24.4,-2.35,-8.79,18.5,11.5,0.18,2.98,0.05,-1.54,0,+0.1,-1.44,4,+0.17,4.02,-0.11,0.77,19.2
22,2545,15Q3,63,39.3,40.5,20.5,26.75,-12.45,-31.8,51,41,0.65,13.3,0.21,-0.66,-0.01,-0.06,-0.73,4.5,-1.08,3.85,+0.62,0.88,23
23,2545,15Q2,61,44.25,45.2,38,39.2,-5.05,-11.4,16.3,24,0.39,10.1,0.17,-0.12,0,-0.02,-0.14,4.7,-3.49,4.94,+0.12,0.26,5.3
24,2545,15Q1,55,48.35,48.4,43.15,44.25,-4.1,-8.48,10.9,26.7,0.49,12.1,0.22,+0.29,0,-0.24,+0.05,4.8,-1.99,8.43,-0.32,0.14,1.6
25,2545,14Q4,66,39,50.6,37,48.35,+9.35,+24,34.9,53.7,0.81,24.2,0.37,-0.66,0,+0.14,-0.52,4.7,+5.55,10.5,+0.13,0.46,4.4
26,2545,14Q3,64,45.85,45.95,36.7,39,-6.85,-14.9,20.2,46.5,0.73,19.3,0.3,+0.61,-0.01,-0.17,+0.44,4.9,-1.01,4.91,+0.29,0.33,6.8
27,2545,14Q2,62,52,52,44.7,45.85,-6.05,-11.7,14.1,23.2,0.37,11.1,0.18,-0.43,-0.85,+0.12,-1.15,4.7,-1.63,5.89,+0.04,0.04,0.7
28,2545,14Q1,56,53.5,53.9,47.5,51.9,-1.5,-2.81,12,27.4,0.49,13.9,0.25,-2.01,-1.21,+0.04,-3.18,4.8,-0.13,7.52,-0.7,0,0
29,2545,13Q4,65,62.3,64,53.2,53.4,-8.6,-13.9,17.4,27.3,0.42,15.9,0.24,-1.48,-1.32,+0.02,-2.78,5.4,+0.37,7.7,-0.71,0.7,9.1
30,2545,13Q3,64,70.1,74.9,60.2,62,-8.3,-11.8,20.9,47.1,0.74,32.4,0.51,-0.44,-1.49,-0.43,-2.36,5.8,-0.19,7.33,+1.15,1.42,19.3
31,2545,13Q2,61,78,81.5,70.3,70.3,-7.7,-9.87,14.4,64.6,1.1,50.4,0.83,+7.55,-0.13,-0.14,+7.27,6,-2.56,7.52,-0.12,0.26,3.5
32,2545,13Q1,56,74.2,80.6,72.9,78,+4.1,+5.55,10.4,90.3,1.6,69.8,1.2,+1.5,+0.27,+0.03,+1.8,3.7,-5.46,10.1,-3.31,0.39,3.8
33,2545,12Q4,65,77.6,80.8,65.6,73.9,-4,-5.13,19.5,139,2.1,102,1.6,+2.85,-1.39,+0.09,+1.54,3.3,0,15.5,+0.12,3.7,23.8
34,2545,12Q3,64,58.8,81.2,52.8,77.9,+19.3,+32.9,48.5,163,2.5,112,1.7,-2.9,+1.49,0,-1.41,2.4,+1.75,15.6,+3.2,3.57,23
35,2545,12Q2,63,57,67,52.3,58.6,+1.4,+2.45,25.7,107,1.7,65.4,1,-0.93,+0.66,+0.21,-0.05,3.2,+2.2,13.8,-0.87,0.37,2.7
36,2545,12Q1,58,45.9,63.8,42.65,57.2,+11.3,+24.6,46.1,101,1.7,55.2,0.95,+4.41,-0.92,+0.13,+3.63,3.4,-1.72,11.6,-3.06,1.23,10.6
37,2545,11Q4,64,57,68,36.7,45.9,-12.1,-20.9,54,96,1.5,49.2,0.77,-1.77,-5.81,+0.17,-7.41,2.2,-1.3,13.3,-0.04,4.29,32.2
38,2545,11Q3,65,76.9,89.3,53.1,58,-18.1,-23.8,47.6,162,2.5,116,1.8,+1.55,-3.47,-1.15,-3.07,2.6,-5.26,14.6,+3.8,4.33,29.6
39,2545,11Q2,61,70.8,85.7,70.3,76.1,+5.8,+8.25,21.9,122,2,95.3,1.6,+2.43,+4.06,+1.09,+7.58,2.2,-2.68,19.9,-3.69,0.54,2.7
40,2545,11Q1,57,97.7,97.8,63.4,70.3,-27.1,-27.8,35.3,185,3.3,146,2.6,-0.99,-7.37,-2.35,-10.7,1.5,-2,22.6,-4.15,4.23,18.7
41,2545,10Q4,66,67.3,97.4,62.4,97.4,+31.6,+48,53.2,291,4.4,240,3.6,-1.5,+10.5,+2.46,+11.5,1.8,+7.18,24.6,+4.95,8.38,34.1
42,2545,10Q3,65,48.1,69.7,47.25,65.8,+17.75,+36.9,46.7,215,3.3,131,2,-0.43,+5.72,+0.44,+5.73,2.2,-5.58,17.4,+2.26,3.42,19.7
43,2545,10Q2,63,56.5,64.4,43.55,48.05,-7.55,-13.6,37.5,168,2.7,93.7,1.5,-1.24,-0.12,-0.42,-1.78,2.4,-1.15,23,+0.13,1.17,5.1
44,2545,10Q1,57,62,70,43.2,55.6,-5.9,-9.59,43.6,254,4.5,145,2.5,-3.35,-3.77,+0.28,-6.84,3.7,-1.6,24.1,-1.53,1.04,4.3
45,2545,09Q4,66,70,74.5,54.8,61.5,-7.8,-11.3,28.4,326,4.9,209,3.2,-5.76,-7.14,-0.18,-13.1,4.7,-6.06,26,-3.68,2.56,9.9
46,2545,09Q3,65,63.5,77.7,47.55,69.3,+6.8,+10.9,48.2,488,7.5,329,5.1,+0.54,-5.48,-0.16,-5.1,6.5,+0.61,32,-3.61,6.24,19.5
47,2545,09Q2,63,19.55,69,19.45,62.5,+43.3,+226,258,806,12.8,379,6,+5.01,+15.9,+0.52,+21.4,6.2,+6.96,31.4,+8.26,9.85,31.4
48,2545,09Q1,57,12.8,20.1,10.2,19.2,+6.75,+54.2,79.5,281,4.9,39.8,0.7,+0.68,-3.3,+0.02,-2.61,2.8,+1.48,24.5,-3.42,1.59,6.5
49,2545,08Q4,65,16.6,17.75,8.83,12.45,-5.35,-30.1,50.1,368,5.7,46.8,0.72,-13.6,+0.78,-0.02,-12.8,2.5,+13.7,23,+3.32,5.01,21.8
50,2545,08Q3,64,57.1,61.8,17,17.8,-39.2,-68.8,78.6,115,1.8,43.6,0.68,,,,,8.7,+2.12,9.18,+1.42,1.7,18.5
51,2545,08Q2,63,95,109,55.8,57,-37.3,-39.6,56.4,109,1.7,91.7,1.5,+2.13,-6.16,-0.4,-4.43,12.7,+0.69,7.06,-1.23,0.28,4
52,2545,08Q1,57,46.15,97.5,45.5,94.3,+48.05,+104,112,167,2.9,120,2.1,+3.85,+9.31,+0.35,+13.5,10.9,-3.97,6.37,+1.19,1.5,23.6
53,2545,07Q4,65,62.9,68.1,39.6,46.25,-15.95,-25.6,45.8,62.5,0.96,35.8,0.55,-1.29,-1.07,+0.1,-2.27,9.1,-0.67,10.4,-0.23,0.39,3.8
54,2545,07Q3,63,82.1,95,59.3,62.2,-18.5,-22.9,44.2,110,1.7,88.5,1.4,+2.16,-0.9,-1.2,+0.06,9.7,+0.98,11,+0.53,0.63,5.7
55,2545,07Q2,62,74.2,86.5,73.3,80.7,+6.8,+9.2,17.9,86.8,1.4,70.2,1.1,+6.08,-1.73,-0.17,+4.18,8.7,-0.7,10,-0.52,0.1,1
56,2545,07Q1,57,73.9,82.4,66.3,73.9,+1.1,+1.51,22.1,114,2,84.6,1.5,-1.88,-2.99,+0.31,-4.56,5.9,+3.36,10.7,-0.42,0.62,5.8
57,2545,06Q4,63,61,80.4,58.5,72.8,+12.8,+21.3,36.5,216,3.4,146,2.3,+13.5,-2.13,-1.12,+10.2,7.2,-5.66,7.42,-2.95,1.04,14
58,2545,06Q3,65,67,77.6,43.2,60,-7,-10.4,51.3,271,4.2,170,2.6,-0.12,-2.12,+1.61,-0.64,0.5,+2.09,13.1,-1.31,4.01,30.6
59,2545,06Q2,62,26.2,68.3,24.2,67,+41,+158,170,383,6.2,178,2.9,+0.94,+10.9,+0.07,+12,0.5,-3.88,11,+5.26,5.29,48
60,2545,06Q1,58,25.15,28.5,23.8,26,-1,-3.7,17.4,51,0.88,13.3,0.23,-0.06,-1.19,-0.02,-1.27,0.04,-2.04,14.9,-0.24,0,0
61,2545,05Q4,64,24.3,29,21.15,27,+2.7,+11.1,32.3,67.8,1.1,17.1,0.27,-0.28,-0.02,-0.02,-0.33,0.08,+4.12,17,-0.26,0.24,1.4
62,2545,05Q3,63,29.15,32.2,22.4,24.3,-4.85,-16.6,33.6,68.4,1.1,18.6,0.3,-0.46,-0.07,+0.01,-0.52,0.2,-2.77,13,-0.63,0.5,3.8
63,2545,05Q2,63,35.3,36.3,23.05,29.15,-6.15,-17.4,37.5,117,1.9,34.2,0.54,,,,,0.4,+0.31,15.8,-0.08,1.13,7.1
64,2545,05Q1,57,42,42.5,35.1,35.3,-6.2,-14.9,17.8,120,2.1,46.4,0.81,+0.38,-0.88,-2.25,-2.74,0.4,-3.42,15.5,-7.42,1.22,7.8
65,2545,04Q4,65,29.3,44.6,28.9,41.5,+11.9,+40.2,53,398,6.1,151,2.3,+0.04,-2.97,+2.39,-0.54,0.1,+3.45,18.9,+5.45,8.65,45.7
66,2545,04Q3,63,29,35.2,22.3,29.6,+0.7,+2.42,44.6,282,4.5,81.3,1.3,+0.01,+1.04,+0.16,+1.21,0.08,-1.39,15.5,-3.89,3.24,20.9
67,2545,04Q2,64,27.5,33.2,17.8,28.9,+0.8,+2.85,54.8,233,3.6,63.2,0.99,-5.34,-2.07,+0.02,-7.38,0.08,+8.08,16.7,+6.8,7.16,42.9
68,2545,04Q1,58,18.4,36,18.4,28.1,+9.6,+51.9,95.1,189,3.3,54.3,0.94,-4.68,+2.08,-0.01,-2.61,4,+3,8.63,0,0.36,4.2
69,2545,03Q4,65,14.8,19.9,14.05,18.5,+3.55,+23.8,39.1,91.8,1.4,15.2,0.23,+5.26,-0.6,0,+4.66,7.4,-0.85,5.78,-0.05,0.38,6.7
70,2545,03Q3,65,8,16.5,7.85,14.95,+7,+88,109,127,2,16.1,0.25,+4.79,+3.8,+0.01,+8.6,3.6,+3.57,6.61,+0.46,0.45,6.8
71,2545,03Q2,63,7.15,8.5,6,7.95,+0.55,+7.43,33.8,16.7,0.26,1.23,0.02,,,,,0.03,-0.77,3.06,0,0,0
