ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2486,2020,2019全年,20'06/10,,,,,,,,,,0,0,0,0,0,0,0
1,2486,2019,2018全年,19'06/06,,,,,,,,,,0,0,0,0,0,0,0
2,2486,2018,2017全年,18'06/05,,,,,,,,,,0,0,0,0,0,0,0
3,2486,2017,2016全年,17'06/13,,,,,,,,,,0,0,0,0,0,0,0
4,2486,2016,2015全年,16'06/17,,,,,,,,,,0,0,0,0,0,0,0
5,2486,2015,2014全年,15'06/18,15'07/22,11.4,15'10/28,68,15'08/18,,,,,0.75,0,0.75,0,0,0,0.75
6,2486,2014,2013全年,14'06/17,14'07/17,22.2,14'07/17,1,14'08/14,,,,,0.75,0,0.75,0,0,0,0.75
7,2486,2013,2012全年,13'06/25,13'07/25,18.35,13'10/01,47,,,,,,0.5,0,0.5,0,0,0,0.5
8,2486,2012,2011全年,12'06/19,,,,,,,,,,0,0,0,0,0,0,0
9,2486,2011,2010全年,11'06/17,11'07/19,17.25,12'02/06,137,,,,,,1.25,0,1.25,0,0,0,1.25
10,2486,2010,2009全年,10'06/17,10'07/14,44.1,,,,,,,,2.49,0,2.49,0,0,0,2.49
11,2486,2009,2008全年,09'06/16,09'08/20,37.3,09'08/24,3,,09'08/20,37.3,09'08/24,3,1.1,0,1.1,0.46,0,0.46,1.55
12,2486,2008,2007全年,08'06/13,08'08/12,35.45,09'07/09,227,,08'08/12,35.45,09'07/09,227,1.75,0,1.75,0.5,0,0.5,2.25
13,2486,2007,2006全年,07'06/15,07'07/25,52.1,07'07/26,2,,07'07/25,52.1,07'07/26,2,1.5,0,1.5,0.5,0,0.5,2
14,2486,2006,2005全年,06'06/06,06'08/15,32.6,06'10/12,40,,06'08/15,32.6,06'10/12,40,0.26,0,0.26,0.61,0.26,0.87,1.13
15,2486,2005,2004全年,05'06/16,05'08/11,18.5,05'11/29,77,,05'08/11,18.5,05'11/29,77,0.17,0,0.17,0.17,0.52,0.7,0.87
16,2486,2004,2003全年,04'06/15,,,,,,04'08/05,10.45,04'08/05,1,0,0,0,0.2,0.3,0.5,0.5
17,2486,2003,2002全年,03'05/30,,,,,,03'07/24,22.1,03'07/24,1,0,0,0,0.36,0.1,0.47,0.47
18,2486,2002,2001全年,02'06/21,,,,,,,,,,0,0,0,0.25,0.25,0.5,0.5
19,2486,2001,2000全年,01'05/24,01'07/09,16.64,01'12/10,105,,01'07/09,15.43,01'12/10,105,0.16,0,0.16,0.4,0.5,0.9,1.06
20,2486,2000,1999全年,00'03/20,,,,,,00'11/28,27.45,01'01/29,40,0,0,0,0.68,0.12,0.8,0.8
21,2486,1999,1998全年,99'07/08,,,,,,99'08/09,10,,,0,0,0,0.68,0.82,1.51,1.51
22,2486,1998,1997全年,,,,,,,,,,,0,0,0,1,0.62,1.62,1.62
23,2486,1997,1996全年,,,,,,,,,,,0,0,0,1.2,0,1.2,1.2
