sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1701,2020Q3,55.5,45.8,21.98,65.71
1701,2020Q2,57.14,46.9,21.61,64.59
1701,2020Q1,56.95,48.2,20.49,61.25
1701,2019Q4,56.39,48.7,19.87,59.39
1701,2019Q3,55.67,48.8,19.57,58.47
1701,2019Q2,56.27,49.3,19.36,57.85
1701,2019Q1,52.33,47,19.73,58.97
1701,2018Q4,50.65,47,19.08,57.01
1701,2018Q3,51.67,47.7,18.94,56.7
1701,2018Q2,49.34,46.6,18.93,56.65
1701,2018Q1,48.61,45.7,19.32,57.85
1701,2017Q4,46.73,45.5,18.72,56.04
1701,2017Q3,45.23,44.8,18.59,55.64
1701,2017Q2,45.08,45.3,18.16,54.37
1701,2017Q1,43.42,43.8,18.55,55.6
1701,2016Q4,44.59,44.8,18.34,54.98
1701,2016Q3,42.9,43.8,18.39,55.15
1701,2016Q2,43.66,44.3,18.28,54.84
1701,2016Q1,43.34,43.7,18.61,55.84
1701,2015Q4,44.23,44.6,18.3,54.89
1701,2015Q3,44.83,45,18.28,54.81
1701,2015Q2,47.67,46.8,18.07,54.17
1701,2015Q1,46.94,46,18.35,55
1701,2014Q4,48.26,46.8,18.36,54.84
1701,2014Q3,49.53,48.5,17.59,52.53
1701,2014Q2,50.39,49.4,17.29,51.65
1701,2014Q1,59.83,53.8,17.23,51.46
1701,2013Q4,59.83,54,17.04,50.89
1701,2013Q3,59.06,54.9,16.23,48.49
1701,2013Q2,58.12,54.9,16,47.79
1701,2013Q1,56.33,53.9,16.16,48.26
1701,2012Q4,52.91,52.6,16.42,47.58
1701,2012Q3,51.04,51.5,16.31,48.01
1701,2012Q2,49.19,51,16.16,47.32
1701,2012Q1,46.9,49.5,16.29,47.92
1701,2011Q4,46.83,49.5,16.01,47.82
1701,2011Q3,40.87,46.8,15.55,46.47
1701,2011Q2,37.71,45.3,15.21,45.48
1701,2011Q1,31.77,40.6,15.57,46.52
1701,2010Q4,28.62,38.5,15.27,45.65
1701,2010Q3,28.39,39.1,14.81,44.31
1701,2010Q2,27.89,39,14.62,43.7
1701,2010Q1,24.93,35.9,14.89,44.48
1701,2009Q4,23.99,35.3,14.64,43.99
1701,2009Q3,23.05,35.1,14.18,42.59
1701,2009Q2,23.99,36.5,13.92,41.79
1701,2009Q1,26.47,39.2,13.68,41.04
1701,2008Q4,26.92,39.9,13.51,40.51
1701,2008Q3,23.1,35.7,13.88,41.62
1701,2008Q2,24.13,37,13.73,41.15
1701,2008Q1,22.88,35.2,14.07,42.19
1701,2007Q4,23.75,36.5,13.82,41.4
1701,2007Q2,23.26,36.1,13.72,41.13
1701,2006Q4,23.95,36.5,14.51,41.67
1701,2006Q2,25.07,38.5,14.01,40.07
1701,2005Q4,24.95,38,14.17,40.7
1701,2005Q2,26.31,40.3,14.95,39.06
1701,2004Q4,22.25,34.9,15.92,41.51
1701,2003Q4,34.88,50.1,13.84,34.74
1701,2002Q4,39.34,56,12.33,30.94
1701,2001Q4,37.68,53.5,13.07,32.8
1701,2000Q4,35.77,51.4,13.5,33.88
1701,1999Q4,30.92,47,15.26,34.83
1701,1998Q4,28.12,44.4,15.43,35.21
1701,1997Q4,25.05,41,15.78,36.01
1701,1996Q4,34.63,61.1,11.74,22.09
1701,1995Q4,29.22,56.3,12.06,22.68
