ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,1231,21Q1,23,47.3,47.3,44.5,45.1,-1.75,-3.74,5.98,5.26,0.23,2.4,0.1,-0.53,0,-0.02,-0.55,,,,,,
1,1231,20Q4,63,41.5,46.9,41.5,46.85,+5.65,+13.7,13.1,13.5,0.21,5.95,0.09,+0.96,0,-0.04,+0.92,2,+0.04,0.11,0,0,0
2,1231,20Q3,66,43.65,46.5,40.2,41.2,-2.55,-5.83,14.4,18.6,0.28,8,0.12,-1.14,0,+0.03,-1.12,1.6,+0.01,0.07,0,0,0
3,1231,20Q2,60,39.5,44,37.6,43.75,+4.7,+12,16.4,16.7,0.28,6.89,0.11,+0.14,-0.02,0,+0.12,2.2,-0.03,0.06,0,0,0
4,1231,20Q1,56,41.85,42,31.1,39.05,-2.8,-6.69,26,17.1,0.31,6.61,0.12,-1.71,-0.01,-0.01,-1.73,2.1,-0.07,0.09,0,0,0
5,1231,19Q4,64,41.5,42.5,40,41.85,+0.65,+1.58,6.07,14.7,0.23,6.02,0.09,-3.74,0,-0.09,-3.83,3,0,0.16,0,0,0
6,1231,19Q3,63,46.55,47.85,41.05,41.2,-5.4,-11.6,14.6,13.1,0.21,5.85,0.09,-1.16,0,+0.04,-1.12,5.3,-0.04,0.16,-0.01,0,0
7,1231,19Q2,61,43.6,47.5,42.95,46.6,+3.25,+7.5,10.5,16.1,0.26,7.22,0.12,+0.87,+0.03,+0.04,+0.94,6.1,+0.03,0.2,+0.01,0.01,5.6
8,1231,19Q1,54,36.8,44.4,36.65,43.35,+6.65,+18.1,21.1,13,0.24,5.22,0.1,+0.4,0,0,+0.4,5.6,+0.07,0.16,0,0,1.8
9,1231,18Q4,65,36.2,37.5,31.7,36.7,+0.5,+1.38,16,7.92,0.12,2.77,0.04,+0.81,-0.06,-0.07,+0.68,5.2,-0.1,0.09,0,0,0
10,1231,18Q3,64,37.1,39.3,35.55,36.2,-0.9,-2.43,10.1,12,0.19,4.51,0.07,+0.74,0,0,+0.74,4.7,-0.1,0.19,0,0,0
11,1231,18Q2,60,34.9,39.5,34.5,37.1,+2.2,+6.3,14.3,13.8,0.23,5.07,0.08,+2.03,+0.01,+0.02,+2.06,4.2,-0.06,0.3,0,0,0
12,1231,18Q1,58,33.9,36,32.85,34.9,+1,+2.95,9.29,13.8,0.24,4.77,0.08,+0.73,-0.04,+0.01,+0.69,2.9,-0.01,0.35,0,0,0
13,1231,17Q4,62,33.2,34,32.8,33.9,+1,+3.04,3.65,6.36,0.1,2.12,0.03,-0.17,-0.06,+0.01,-0.22,2.4,+0.04,0.36,0,0,0
14,1231,17Q3,66,36.6,37.3,32.85,32.9,-3.7,-10.1,12.2,15.8,0.24,5.63,0.09,,,,,2.4,-0.56,0.33,0,0,0.3
15,1231,17Q2,61,34.95,37.3,32.55,36.6,+1.85,+5.32,13.7,16.1,0.26,5.63,0.09,+1.38,-0.14,-0.04,+1.2,2.2,+0.08,0.89,0,0,0
16,1231,17Q1,57,31.15,35.7,31.15,34.75,+3.65,+11.7,14.6,11.5,0.2,3.78,0.07,+0.32,-0.03,+0.09,+0.38,1.3,+0.34,0.81,0,0,0.1
17,1231,16Q4,64,29.35,31.5,28.8,31.1,+1.75,+5.96,9.2,7.55,0.12,2.28,0.04,+0.14,+0.01,0,+0.15,1.1,-0.15,0.48,-0.01,0,0
18,1231,16Q3,62,31.6,33.8,28.95,29.35,-2.1,-6.68,15.4,17.1,0.28,5.44,0.09,-0.12,+0.03,0,-0.09,0.9,-0.37,0.62,+0.01,0.01,1.8
19,1231,16Q2,61,29.6,32.4,28.5,31.45,+1.85,+6.25,13.2,8.61,0.14,2.63,0.04,+0.01,+0.04,0,+0.05,1,+0.1,1,0,0,0
20,1231,16Q1,57,28.3,31,26.4,29.6,+1.35,+4.78,16.3,6.22,0.11,1.81,0.03,+0.24,-0.22,-0.06,-0.05,1,+0.16,0.9,0,0,0
21,1231,15Q4,65,26.15,30.6,25.8,28.25,+2.2,+8.45,18.4,6.36,0.1,1.78,0.03,-0.06,-0.04,+0.06,-0.03,0.8,-0.04,0.74,0,0,0.3
22,1231,15Q3,63,32,32.5,22.95,26.05,-5.95,-18.6,29.8,13.3,0.21,3.7,0.06,-0.29,-0.09,0,-0.38,0.9,-1.09,0.78,-0.01,0,0
