sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2373,2020Q3,89.9,52.5,30.98,81.5
2373,2020Q2,96.7,57.1,27.35,72.64
2373,2020Q1,79.19,48.9,31.83,82.66
2373,2019Q4,87.36,51.1,32.24,83.74
2373,2019Q4,87.36,51.1,32.24,83.74
2373,2019Q4,87.36,51.1,32.24,83.74
2373,2019Q4,87.36,51.1,32.24,83.74
2373,2019Q3,89.02,52.2,31.34,81.43
2373,2019Q3,89.02,52.2,31.34,81.43
2373,2019Q3,89.02,52.2,31.34,81.43
2373,2019Q2,99.35,55.2,30.97,80.74
2373,2019Q2,99.35,55.2,30.97,80.74
2373,2019Q2,99.35,55.2,30.97,80.74
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2019Q1,83.87,47.8,35.75,91.54
2373,2018Q4,85.81,49.7,33.91,86.99
2373,2018Q4,85.81,49.7,33.91,86.99
2373,2018Q4,85.81,49.7,33.91,86.99
2373,2018Q4,85.81,49.7,33.91,86.99
2373,2018Q3,80.85,49.6,31.99,82.25
2373,2018Q3,80.85,49.6,31.99,82.25
2373,2018Q3,80.85,49.6,31.99,82.25
2373,2018Q2,86.49,52.2,30.56,79.05
2373,2018Q2,86.49,52.2,30.56,79.05
2373,2018Q2,86.49,52.2,30.56,79.05
2373,2018Q2,86.49,52.2,30.56,79.05
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2018Q1,70.42,43.8,35.57,90.49
2373,2017Q4,79.9,48.5,33.4,85.01
2373,2017Q4,79.9,48.5,33.4,85.01
2373,2017Q4,79.9,48.5,33.4,85.01
2373,2017Q4,79.9,48.5,33.4,85.01
2373,2017Q3,78.47,50.2,30.36,77.86
2373,2017Q3,78.47,50.2,30.36,77.86
2373,2017Q3,78.47,50.2,30.36,77.86
2373,2017Q2,81.03,50.3,22.09,80.05
2373,2017Q2,81.03,50.3,22.09,80.05
2373,2017Q2,81.03,50.3,22.09,80.05
2373,2017Q1,71.25,46,23.71,83.78
2373,2017Q1,71.25,46,23.71,83.78
2373,2017Q1,71.25,46,23.71,83.78
2373,2017Q1,71.25,46,23.71,83.78
2373,2016Q4,80.57,50.4,22.66,79.2
2373,2016Q4,80.57,50.4,22.66,79.2
2373,2016Q4,80.57,50.4,22.66,79.2
