ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2365,2020,2019Q4,20'06/18,20'07/28,8.4,20'08/14,14,20'08/18,,,,,0,0.42,0.42,0,0,0,0.42
1,2365,2019,2018全年,19'06/21,19'08/28,7.86,19'09/05,7,19'09/27,,,,,0,0.2,0.2,0,0,0,0.2
2,2365,2018,2017全年,18'06/19,18'09/20,10.4,20'09/01,474,18'10/19,,,,,0.02,0.28,0.3,0,0,0,0.3
3,2365,2017,2016全年,17'06/08,,,,,,,,,,0,0,0,0,0,0,0
4,2365,2016,2015全年,16'06/06,16'07/21,9.13,16'07/21,1,16'08/10,,,,,0.17,0,0.17,0,0,0,0.17
5,2365,2015,2014全年,15'06/10,15'11/09,9.56,17'09/01,446,15'11/27,15'11/09,9.56,17'09/01,446,0.39,0,0.39,0.42,0,0.42,0.8
6,2365,2014,2013全年,14'06/18,14'08/04,12.55,18'05/25,935,14'08/22,14'08/04,12.55,18'05/25,935,0.2,0,0.2,0.44,0,0.44,0.65
7,2365,2013,2012全年,13'06/13,13'07/10,10.8,13'07/10,1,,,,,,0.07,0.13,0.2,0,0,0,0.2
8,2365,2012,2011全年,12'06/22,,,,,,,,,,0,0,0,0,0,0,0
9,2365,2011,2010全年,11'06/24,11'07/25,15.45,11'07/25,1,,,,,,0.24,0,0.24,0,0,0,0.24
10,2365,2010,2009全年,10'06/25,10'07/23,30.3,,,,,,,,2.85,0,2.85,0,0,0,2.85
11,2365,2009,2008全年,09'06/16,09'07/23,29.1,09'08/03,8,,09'07/23,29.1,09'08/03,8,1.32,0,1.32,0.79,0.2,0.99,2.31
12,2365,2008,2007全年,08'06/13,08'07/17,30.85,,,,08'07/17,30.85,,,3.51,0,3.51,0.4,1,1.4,4.91
13,2365,2007,2006全年,07'06/13,07'08/02,57,07'08/06,3,,07'08/02,57,07'08/06,3,2.49,0,2.49,0.18,1,1.18,3.67
14,2365,2006,2005全年,06'06/15,06'08/14,26.05,06'10/19,47,,06'08/14,26.05,06'10/19,47,2.09,0,2.09,0.42,0,0.42,2.51
15,2365,2005,2004全年,05'06/07,05'07/19,23.25,05'07/20,2,,05'07/19,23.25,05'07/20,2,1.52,0,1.52,0.35,0,0.35,1.87
16,2365,2004,2003全年,04'06/09,04'08/06,26.8,06'04/19,419,,04'08/06,26.8,06'04/19,419,2.46,0,2.46,0.31,0.51,0.82,3.29
17,2365,2003,2002全年,03'05/27,03'08/04,38.1,07'03/19,899,,03'08/04,38.1,07'03/19,899,1.92,0,1.92,0,0.2,0.2,2.12
18,2365,2002,2001全年,02'06/04,02'08/01,,02'08/08,6,,02'08/01,,02'08/08,6,1,0,1,0.5,0.7,1.2,2.2
19,2365,2001,2000全年,01'05/31,,,,,,01'07/16,,01'12/07,99,0,0,0,1.01,1.01,2.03,2.03
20,2365,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
21,2365,1999,1998全年,99'06/07,,,,,,99'08/07,13.8,99'08/10,3,0,0,0,0,1,1,1
22,2365,1998,1997全年,98'05/07,,,,,,98'06/24,101,,,0,0,0,3.5,0,3.5,3.5
23,2365,1997,1996全年,97'06/07,,,,,,97'08/06,,,,0,0,0,3,0,3,3
24,2365,1996,1995全年,96'06/01,,,,,,96'10/22,,,,0,0,0,1.2,0,1.2,1.2
25,2365,1995,1994全年,,,,,,,,,,,0,0,0,0,0,0,0
26,2365,1994,1993全年,,,,,,,,,,,0,0,0,0,0,0,0
27,2365,1993,1992全年,,,,,,,,,,,0,0,0,0,0,0,0
