sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1314,2020Q3,335.6,32.5,21.22,697.7
1314,2020Q2,292.9,29.5,21.32,701.1
1314,2020Q1,296.5,29.6,21.44,705
1314,2019Q4,292.7,30.3,23.68,671.9
1314,2019Q3,248.2,27.1,23.54,668.3
1314,2019Q2,251.3,27.3,24.75,669
1314,2019Q1,238.4,26.1,25.03,676.5
1314,2018Q4,225.1,25.1,24.78,671.9
1314,2018Q3,205.1,23.3,24.87,674.4
1314,2018Q2,196.2,22.9,24.3,658.9
1314,2018Q1,194.3,23.1,23.8,645.5
1314,2017Q4,190.8,23.4,23.08,625.5
1314,2017Q3,217.2,27.1,23.1,585.7
1314,2017Q2,242.1,30.2,23.52,558.2
1314,2017Q1,245.3,31.8,22.27,527
1314,2016Q4,253.9,33.2,21.9,510.6
1314,2016Q3,251,32.8,22.08,514.2
1314,2016Q2,234.7,31.3,22.11,515.1
1314,2016Q1,231.4,30.6,22.51,524.5
1314,2015Q4,225,29.7,22.86,532.6
1314,2015Q3,215.9,28.7,23.01,536.1
1314,2015Q2,214.8,28.5,23.17,539.8
1314,2015Q1,226,29.7,22.99,535.7
1314,2014Q4,240.1,31,22.93,534.2
1314,2014Q3,191.9,26.1,13.17,543.5
1314,2014Q2,173,24.1,13.29,546.3
1314,2014Q1,172.5,24.6,13.53,528.4
1314,2013Q4,179,25.2,13.65,531
1314,2013Q3,111.8,25.8,13.78,322
1314,2013Q2,121.1,27.2,13.89,324.6
1314,2013Q1,113.7,25,14.7,341.3
1314,2012Q4,111.6,24.6,15.27,341.9
1314,2012Q3,118.1,25.4,18.14,347.6
1314,2012Q2,187.6,34.9,18.31,349.6
1314,2012Q1,175.2,31.4,19.92,383.3
1314,2011Q4,158.9,29.2,19.47,384.9
1314,2011Q3,157.1,29,19.41,383.8
1314,2011Q2,176,32,20.76,373.3
1314,2011Q1,156.9,33.3,17.5,314.8
1314,2010Q4,164.9,36.3,16.07,289.2
1314,2010Q3,209.5,44.8,14.37,258.7
1314,2010Q2,204.5,45.2,13.82,248.2
1314,2010Q1,211,47.9,12.77,229.2
1314,2009Q4,207.2,48.1,12.44,223.3
1314,2009Q3,229.8,51.3,12.13,217.7
1314,2009Q2,236.6,53.2,11.58,207.9
1314,2009Q1,236.4,54.8,10.84,194.7
1314,2008Q4,226.8,53.4,11.01,197.6
1314,2008Q3,242.9,51.7,13.44,227.1
1314,2008Q2,256.1,52.4,13.75,232.3
1314,2008Q1,235.5,49.1,14.47,244.5
1314,2007Q4,236.7,50.1,13.94,235.5
1314,2007Q2,244,52.5,13.07,220.9
1314,2006Q4,257,55.7,12.08,204.1
1314,2006Q2,255.4,56.9,11.43,193.2
1314,2005Q4,263.6,59.2,10.74,181.7
1314,2005Q2,275.1,60.4,10.61,180
